station_abbr,reference_timestamp,tre200h0,tre200hn,tre200hx,tre005h0,tre005hn,ure200h0,pva200h0,tde200h0,prestah0,pp0qffh0,pp0qnhh0,ppz700h0,ppz850h0,fkl010h1,dkl010h0,fkl010h0,fu3010h0,fu3010h1,fkl010h3,fu3010h3,wcc006h0,fve010h0,rre150h0,htoauths,gre000h0,oli000h0,olo000h0,osr000h0,ods000h0,sre000h0,erefaoh0,tso005hs,tso010hs,tso020hs,ts_utc
PUY,17.11.2025 02:00,9.0,9.0,9.1,,,92.3,10.6,7.9,954.5,1008.3,1008.0,,,3.0,21.0,1.5,5.4,10.8,2.7,9.7,,,0.0,,1,,,,0,0,-0.002,,,,2025-11-17 02:00:00+00:00
PUY,17.11.2025 03:00,8.9,8.9,9.0,,,93.7,10.7,8.0,954.4,1008.2,1007.8,,,2.7,14.0,1.3,4.7,9.7,2.5,9.0,,,0.0,,1,,,,0,0,-0.003,,,,2025-11-17 03:00:00+00:00
PUY,17.11.2025 04:00,8.9,8.8,9.0,,,96.0,10.9,8.3,954.2,1008.0,1007.6,,,2.7,355.0,1.3,4.7,9.7,2.4,8.6,,,0.0,,1,,,,0,0,-0.004,,,,2025-11-17 04:00:00+00:00
PUY,17.11.2025 05:00,9.2,9.1,9.3,,,94.4,11.0,8.4,954.4,1008.1,1007.8,,,2.1,347.0,1.0,3.6,7.6,2.0,7.2,,,0.0,,1,,,,0,0,-0.005,,,,2025-11-17 05:00:00+00:00
PUY,17.11.2025 06:00,9.3,9.1,9.4,,,97.2,11.4,8.9,954.6,1008.4,1008.1,,,1.5,349.0,0.6,2.2,5.4,1.3,4.7,,,1.1,,1,,,,1,0,-0.007,,,,2025-11-17 06:00:00+00:00
PUY,17.11.2025 07:00,9.4,9.3,9.5,,,99.8,11.8,9.4,954.8,1008.5,1008.3,,,3.8,293.0,0.9,3.2,13.7,3.7,13.3,,,0.3,,1,,,,1,0,-0.007,,,,2025-11-17 07:00:00+00:00
PUY,17.11.2025 08:00,9.5,9.5,9.6,,,99.8,11.9,9.5,955.2,1008.9,1008.7,,,4.4,277.0,1.7,6.1,15.8,4.3,15.5,,,1.2,,5,,,,4,0,0.016,,,,2025-11-17 08:00:00+00:00
PUY,17.11.2025 09:00,9.5,9.4,9.6,,,98.9,11.8,9.4,955.8,1009.6,1009.3,,,5.3,294.0,2.3,8.3,19.1,5.1,18.4,,,1.0,,17,,,,16,0,0.02,,,,2025-11-17 09:00:00+00:00
PUY,17.11.2025 10:00,10.0,9.7,10.1,,,94.8,11.6,9.2,956.5,1010.2,1010.0,,,6.0,295.0,1.5,5.4,21.6,5.7,20.5,,,0.6,,75,,,,73,0,0.046,,,,2025-11-17 10:00:00+00:00
PUY,17.11.2025 11:00,9.9,9.8,10.1,,,89.2,10.9,8.2,957.1,1010.8,1010.7,,,4.8,306.0,1.8,6.5,17.3,4.7,16.9,,,0.5,,52,,,,51,0,0.044,,,,2025-11-17 11:00:00+00:00
PUY,17.11.2025 12:00,9.4,9.1,10.0,,,82.0,9.7,6.5,957.3,1011.2,1010.9,,,5.4,347.0,2.3,8.3,19.4,5.1,18.4,,,0.3,,46,,,,45,0,0.049,,,,2025-11-17 12:00:00+00:00
PUY,17.11.2025 13:00,8.7,8.6,8.9,,,78.8,8.9,5.2,957.7,1011.7,1011.3,,,7.6,358.0,3.1,11.2,27.4,7.5,27.0,,,0.1,,36,,,,35,0,0.052,,,,2025-11-17 13:00:00+00:00
PUY,17.11.2025 14:00,8.4,8.0,8.6,,,75.1,8.2,4.2,958.4,1012.5,1012.0,,,8.5,346.0,3.6,13.0,30.6,8.2,29.5,,,0.0,,44,,,,43,0,0.06,,,,2025-11-17 14:00:00+00:00
PUY,17.11.2025 15:00,7.7,7.5,7.8,,,67.7,7.1,2.1,959.6,1013.9,1013.3,,,9.0,13.0,2.6,9.4,32.4,8.4,30.2,,,0.0,,79,,,,73,0,0.06,,,,2025-11-17 15:00:00+00:00
PUY,17.11.2025 16:00,6.4,5.6,7.2,,,63.6,6.1,-0.1,961.1,1015.8,1014.9,,,4.1,326.0,1.4,5.0,14.8,3.9,14.0,,,0.0,,22,,,,19,0,0.015,,,,2025-11-17 16:00:00+00:00
PUY,17.11.2025 17:00,5.0,4.6,5.6,,,73.4,6.4,0.6,962.5,1017.6,1016.3,,,3.7,321.0,0.7,2.5,13.3,3.5,12.6,,,0.0,,2,,,,1,0,0.0,,,,2025-11-17 17:00:00+00:00
PUY,17.11.2025 18:00,4.2,3.8,4.6,,,78.6,6.5,0.8,963.5,1018.8,1017.4,,,2.3,21.0,0.9,3.2,8.3,2.1,7.6,,,0.0,,1,,,,1,0,0.0,,,,2025-11-17 18:00:00+00:00
PUY,17.11.2025 19:00,4.3,3.9,4.7,,,76.0,6.3,0.4,963.9,1019.2,1017.8,,,4.6,6.0,1.2,4.3,16.6,4.1,14.8,,,0.0,,1,,,,0,0,0.003,,,,2025-11-17 19:00:00+00:00
PUY,17.11.2025 20:00,4.6,4.4,5.0,,,72.8,6.2,0.1,964.1,1019.4,1018.0,,,3.7,236.0,1.1,4.0,13.3,3.6,13.0,,,0.0,,1,,,,0,0,0.003,,,,2025-11-17 20:00:00+00:00
PUY,17.11.2025 21:00,4.5,4.4,4.7,,,69.7,5.9,-0.5,964.1,1019.4,1018.0,,,6.4,340.0,1.5,5.4,23.0,6.2,22.3,,,0.0,,1,,,,0,0,0.007,,,,2025-11-17 21:00:00+00:00
PUY,17.11.2025 22:00,4.1,3.9,4.3,,,73.8,6.0,-0.2,964.2,1019.6,1018.1,,,3.8,315.0,1.2,4.3,13.7,3.4,12.2,,,0.0,,1,,,,0,0,0.003,,,,2025-11-17 22:00:00+00:00
PUY,17.11.2025 23:00,4.0,3.9,4.2,,,74.1,6.0,-0.2,964.2,1019.6,1018.1,,,8.3,21.0,2.0,7.2,29.9,7.3,26.3,,,0.0,,1,,,,0,0,0.008,,,,2025-11-17 23:00:00+00:00
PUY,18.11.2025 00:00,4.1,3.9,4.1,,,72.7,5.9,-0.4,963.8,1019.1,1017.7,,,11.3,34.0,3.3,11.9,40.7,10.5,37.8,,,0.0,,1,,,,0,0,0.013,,,,2025-11-18 00:00:00+00:00
PUY,18.11.2025 01:00,3.8,3.5,4.0,,,71.7,5.8,-0.8,963.5,1018.8,1017.4,,,11.7,31.0,4.5,16.2,42.1,10.8,38.9,,,0.0,,1,,,,0,0,0.017,,,,2025-11-18 01:00:00+00:00
PUY,18.11.2025 02:00,3.2,3.0,3.4,,,73.0,5.6,-1.1,963.8,1019.4,1017.7,,,13.2,32.0,5.0,18.0,47.5,12.0,43.2,,,0.0,,1,,,,0,0,0.016,,,,2025-11-18 02:00:00+00:00
PUY,18.11.2025 03:00,2.7,2.5,2.9,,,76.2,5.6,-1.1,963.9,1019.6,1017.8,,,12.7,28.0,5.3,19.1,45.7,12.4,44.6,,,0.0,,1,,,,0,0,0.014,,,,2025-11-18 03:00:00+00:00
PUY,18.11.2025 04:00,2.3,2.2,2.4,,,78.1,5.6,-1.2,964.1,1019.9,1018.0,,,11.9,31.0,4.7,16.9,42.8,11.3,40.7,,,0.0,,1,,,,0,0,0.012,,,,2025-11-18 04:00:00+00:00
PUY,18.11.2025 05:00,2.1,1.9,2.2,,,78.1,5.5,-1.3,964.5,1020.3,1018.4,,,11.0,28.0,4.6,16.6,39.6,9.9,35.6,,,0.0,,1,,,,0,0,0.011,,,,2025-11-18 05:00:00+00:00
PUY,18.11.2025 06:00,1.8,1.7,1.8,,,78.8,5.5,-1.5,964.7,1020.6,1018.6,,,9.9,45.0,3.6,13.0,35.6,9.0,32.4,,,0.0,,1,,,,0,0,0.009,,,,2025-11-18 06:00:00+00:00
PUY,18.11.2025 07:00,1.5,1.3,1.6,,,79.1,5.4,-1.8,964.8,1020.7,1018.7,,,9.2,24.0,4.0,14.4,33.1,8.4,30.2,,,0.0,,4,,,,3,0,0.01,,,,2025-11-18 07:00:00+00:00
PUY,18.11.2025 08:00,1.5,1.3,1.7,,,78.5,5.3,-1.8,965.1,1021.1,1019.0,,,9.6,19.0,4.3,15.5,34.6,9.0,32.4,,,0.0,,75,,,,23,53,0.035,,,,2025-11-18 08:00:00+00:00
PUY,18.11.2025 09:00,2.0,1.7,2.2,,,76.3,5.4,-1.7,965.4,1021.3,1019.4,,,10.6,20.0,4.0,14.4,38.2,9.7,34.9,,,0.0,,214,,,,39,60,0.072,,,,2025-11-18 09:00:00+00:00
PUY,18.11.2025 10:00,3.0,2.3,4.0,,,73.4,5.5,-1.4,965.8,1021.4,1019.8,,,6.5,28.0,2.0,7.2,23.4,6.2,22.3,,,0.0,,276,,,,90,46,0.099,,,,2025-11-18 10:00:00+00:00
PUY,18.11.2025 11:00,4.3,3.7,4.8,,,68.6,5.7,-1.0,965.9,1021.3,1019.9,,,5.4,15.0,2.2,7.9,19.4,5.0,18.0,,,0.0,,421,,,,167,54,0.153,,,,2025-11-18 11:00:00+00:00
